Format Version,1.23,Take Name,Take 2021-07-09 18.50.59 AM_004,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-07-09 07.08.07.977 下午,Total Frames in Take,2022,Total Exported Frames,2022,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV
,ID,"D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
0,0.000000,-0.001058,0.934606,-0.002558,0.355673,1.691257,0.531200,-6.678168,0.001206
1,0.008333,,,,,,,,
2,0.016667,-0.001219,0.934576,-0.002560,0.355751,1.690194,0.531179,-6.677505,0.001203
3,0.025000,-0.001109,0.934447,-0.001307,0.356099,1.689886,0.531307,-6.677453,0.001517
4,0.033333,-0.001435,0.934561,-0.002661,0.355790,1.689161,0.531166,-6.676825,0.001211
5,0.041667,-0.001536,0.934560,-0.002592,0.355794,1.688658,0.531169,-6.676505,0.001232
6,0.050000,-0.001646,0.934548,-0.002590,0.355825,1.688120,0.531160,-6.676136,0.001226
7,0.058333,-0.001492,0.934399,-0.001246,0.356224,1.687809,0.531297,-6.676065,0.001495
8,0.066667,-0.001596,0.934395,-0.001255,0.356233,1.687301,0.531294,-6.675724,0.001519
9,0.075000,-0.001761,0.934404,-0.001254,0.356210,1.686769,0.531247,-6.675367,0.001485
10,0.083333,-0.002622,0.934987,-0.003233,0.354658,1.686500,0.531317,-6.674264,0.001296
11,0.091667,-0.002689,0.934993,-0.003231,0.354641,1.685968,0.531299,-6.673903,0.001316
12,0.100000,-0.002798,0.934970,-0.003186,0.354702,1.685498,0.531297,-6.673591,0.001246
13,0.108333,-0.002127,0.934512,-0.002671,0.355916,1.684401,0.531222,-6.673712,0.001226
14,0.116667,-0.002231,0.934515,-0.002817,0.355906,1.683836,0.531243,-6.673318,0.001224
15,0.125000,-0.002296,0.934487,-0.002781,0.355980,1.683314,0.531289,-6.672937,0.001223
16,0.133333,-0.002425,0.934458,-0.002676,0.356056,1.682765,0.531295,-6.672545,0.001191
17,0.141667,-0.002478,0.934464,-0.002657,0.356038,1.682191,0.531298,-6.672148,0.001207
18,0.150000,-0.002556,0.934468,-0.002727,0.356028,1.681637,0.531282,-6.671758,0.001226
19,0.158333,-0.003283,0.934924,-0.003314,0.354819,1.681530,0.531471,-6.670886,0.001326
20,0.166667,,,,,,,,
21,0.175000,-0.003458,0.934896,-0.003292,0.354890,1.680439,0.531451,-6.670105,0.001206
22,0.183333,-0.002694,0.934423,-0.002778,0.356144,1.679358,0.531380,-6.670206,0.001253
23,0.191667,-0.002761,0.934412,-0.002743,0.356172,1.678794,0.531379,-6.669812,0.001244
24,0.200000,-0.002793,0.934422,-0.002784,0.356145,1.678247,0.531365,-6.669419,0.001245
25,0.208333,-0.002624,0.934292,-0.001505,0.356496,1.677888,0.531489,-6.669282,0.001554
26,0.216667,-0.002960,0.934389,-0.002796,0.356232,1.677098,0.531377,-6.668567,0.001234
27,0.225000,-0.003055,0.934394,-0.002738,0.356218,1.676529,0.531384,-6.668139,0.001196
28,0.233333,-0.002864,0.934388,-0.002907,0.356233,1.675897,0.531472,-6.667709,0.001281
29,0.241667,-0.003768,0.934825,-0.003377,0.355074,1.675908,0.531564,-6.666787,0.001259
30,0.250000,-0.002895,0.934352,-0.002898,0.356329,1.674814,0.531535,-6.666877,0.001254
31,0.258333,-0.002881,0.934367,-0.003027,0.356288,1.674231,0.531567,-6.666432,0.001263
32,0.266667,-0.002853,0.934356,-0.002966,0.356316,1.673654,0.531546,-6.666004,0.001278
33,0.275000,-0.002868,0.934344,-0.002972,0.356349,1.673084,0.531552,-6.665586,0.001293
34,0.283333,-0.003058,0.934345,-0.002985,0.356345,1.672475,0.531481,-6.665162,0.001211
35,0.291667,-0.003803,0.934790,-0.003503,0.355164,1.672414,0.531626,-6.664196,0.001229
36,0.300000,-0.003707,0.934793,-0.003405,0.355158,1.671881,0.531665,-6.663755,0.001265
37,0.308333,-0.002706,0.934300,-0.003083,0.356464,1.670769,0.531646,-6.663836,0.001268
38,0.316667,-0.005036,0.934279,-0.001335,0.356506,1.670264,0.530626,-6.663476,0.001257
39,0.325000,-0.004950,0.934255,-0.001331,0.356568,1.669681,0.530623,-6.663051,0.001275
40,0.333333,-0.004372,0.934115,-0.001587,0.356941,1.668800,0.530549,-6.662490,0.001307
41,0.341667,-0.004891,0.934272,-0.001427,0.356524,1.668531,0.530647,-6.662144,0.001241
42,0.350000,-0.003468,0.934746,-0.003594,0.355281,1.668511,0.531721,-6.661119,0.001236
43,0.358333,-0.003426,0.934732,-0.003700,0.355317,1.667927,0.531740,-6.660654,0.001258
44,0.366667,-0.002549,0.934267,-0.003275,0.356549,1.666831,0.531642,-6.660680,0.001242
45,0.375000,-0.002467,0.934255,-0.003223,0.356583,1.666295,0.531649,-6.660260,0.001243
46,0.383333,-0.002375,0.934241,-0.003265,0.356620,1.665761,0.531669,-6.659858,0.001248
47,0.391667,-0.001380,0.934213,-0.001330,0.356709,1.665277,0.531944,-6.659516,0.001386
48,0.400000,-0.002068,0.934105,-0.002064,0.356988,1.664868,0.531838,-6.659243,0.001560
49,0.408333,-0.002122,0.934227,-0.003413,0.356655,1.663998,0.531759,-6.658521,0.001371
50,0.416667,-0.002936,0.934684,-0.004093,0.355444,1.664028,0.531868,-6.657570,0.001246
51,0.425000,-0.002001,0.934219,-0.003574,0.356678,1.662933,0.531763,-6.657609,0.001243
52,0.433333,-0.000648,0.934060,-0.003887,0.357093,1.662103,0.531366,-6.657056,0.001256
53,0.441667,-0.001720,0.934086,-0.002412,0.357036,1.662040,0.531909,-6.657038,0.001522
54,0.450000,-0.001838,0.934199,-0.003835,0.356728,1.661268,0.531800,-6.656328,0.001211
55,0.458333,-0.001725,0.934199,-0.003711,0.356729,1.660711,0.531776,-6.655902,0.001219
56,0.466667,-0.002280,0.934658,-0.004374,0.355514,1.660653,0.531943,-6.654946,0.001212
57,0.475000,-0.002243,0.934640,-0.004580,0.355558,1.660049,0.531998,-6.654513,0.001193
58,0.483333,-0.002976,0.933997,-0.002593,0.357260,1.658703,0.530889,-6.654582,0.001278
59,0.491667,-0.001290,0.934176,-0.004157,0.356786,1.658402,0.531935,-6.654137,0.001219
60,0.500000,-0.001245,0.934180,-0.004287,0.356774,1.657860,0.531982,-6.653693,0.001224
61,0.508333,-0.001219,0.934175,-0.004264,0.356786,1.657325,0.531998,-6.653266,0.001203
62,0.516667,-0.001792,0.934634,-0.004897,0.355573,1.657251,0.532219,-6.652344,0.001274
63,0.525000,-0.000791,0.934049,-0.003174,0.357130,1.656419,0.532247,-6.652666,0.001511
64,0.533333,-0.000908,0.934170,-0.004539,0.356799,1.655590,0.532137,-6.651943,0.001194
65,0.541667,-0.000870,0.934166,-0.004532,0.356809,1.654985,0.532123,-6.651518,0.001189
66,0.550000,-0.000866,0.934175,-0.004770,0.356782,1.654398,0.532117,-6.651067,0.001195
67,0.558333,-0.000645,0.934036,-0.003441,0.357162,1.654065,0.532279,-6.650934,0.001495
68,0.566667,-0.002245,0.933862,-0.001915,0.357623,1.653510,0.531487,-6.650809,0.001497
69,0.575000,-0.000527,0.934180,-0.004944,0.356767,1.652594,0.532297,-6.649771,0.001275
70,0.583333,0.000696,0.934023,-0.005236,0.357174,1.651751,0.531924,-6.649224,0.001218
71,0.591667,,,,,,,,
72,0.600000,-0.000568,0.934143,-0.005137,0.356862,1.650757,0.532321,-6.648434,0.001201
73,0.608333,-0.000482,0.934133,-0.005056,0.356890,1.650132,0.532348,-6.648013,0.001223
74,0.616667,-0.000445,0.934133,-0.005026,0.356891,1.649506,0.532366,-6.647546,0.001234
75,0.625000,0.000210,0.934228,-0.006907,0.356609,1.649165,0.533208,-6.647050,0.001206
76,0.633333,-0.000383,0.934537,-0.006037,0.355815,1.648654,0.532363,-6.646123,0.001273
77,0.641667,-0.001048,0.934599,-0.005862,0.355653,1.648221,0.532716,-6.645717,0.001222
78,0.650000,-0.001088,0.934610,-0.005979,0.355622,1.647593,0.532811,-6.645145,0.001178
79,0.658333,-0.001100,0.934593,-0.005997,0.355666,1.646949,0.532755,-6.644743,0.001197
80,0.666667,-0.000430,0.934132,-0.005342,0.356887,1.645812,0.532582,-6.644746,0.001201
81,0.675000,0.000576,0.934025,-0.005736,0.357162,1.644892,0.532314,-6.644040,0.001198
