NO.,PWM,Thrust,Voltage,Current,Power
1,90,0,12.294,262.136,0
2,90,0,12.294,262.136,0
3,90,0,12.294,262.136,0
4,90,0,12.294,262.136,0
5,90,0,12.294,0,0
6,90,0,12.294,0,0
7,90,0,12.294,0,0
8,90,0,12.294,0,0
9,90,0,12.294,0,0
10,90,0,12.294,0,0
11,90,0,12.3,262.14,0
12,90,0,12.3,262.14,0
13,90,0,12.3,262.14,0
14,90,0,12.3,262.14,0
15,90,0,12.3,262.14,0
16,90,0,12.3,262.14,0
17,90,0,12.3,262.14,0
18,90,0,12.3,0,0
19,90,0,12.3,0,0
20,90,0,12.3,0,0
21,90,0,12.3,0,0
22,90,0,12.3,0,0
23,90,0,12.3,0,0
24,90,0,12.3,262.14,0
25,90,0,12.3,262.14,0
26,90,0,12.3,262.14,0
27,90,0,12.3,262.14,0
28,90,0,12.3,262.14,0
29,90,0,12.3,262.14,0
30,90,0,12.3,262.14,0
31,90,0,12.3,0,0
32,90,0,12.3,0,0
33,90,0,12.3,0,0
34,90,0,12.3,0,0
35,90,0,12.3,0,0
36,90,0,12.3,0,0
37,90,0,12.3,262.14,0
38,90,0,12.3,262.14,0
39,90,0,12.3,262.14,0
40,90,0,12.3,262.14,0
41,90,0,12.3,262.14,0
42,90,0,12.3,262.14,0
43,90,0,12.3,262.14,0
44,90,0,12.3,262.14,0
45,90,0,12.3,262.14,0
46,90,0,12.3,262.14,0
47,90,0,12.3,262.14,0
48,90,0,12.3,262.14,0
49,90,0,12.3,262.14,0
50,90,0,12.3,262.14,0
51,90,0,12.3,262.14,0
52,90,0,12.3,262.14,0
53,90,0,12.3,262.14,0
54,90,0,12.3,262.14,0
55,90,0,12.3,262.14,0
56,90,0,12.3,0,0
57,90,0,12.3,0,0
58,90,0,12.3,0,0
59,90,0,12.3,0,0
60,90,0,12.3,0,0
61,90,0,12.3,0,0
62,90,0,12.3,0,0
63,90,0,12.3,0,0
64,90,0,12.3,0,0
65,90,0,12.3,0,0
66,90,0,12.3,0,0
67,90,0,12.3,0,0
68,90,0,12.3,0,0
69,90,0,12.3,262.14,0
