,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV:Marker1,OASES_USV:Marker1,OASES_USV:Marker1,OASES_USV:Marker2,OASES_USV:Marker2,OASES_USV:Marker2,OASES_USV:Marker3,OASES_USV:Marker3,OASES_USV:Marker3,OASES_USV:Marker4,OASES_USV:Marker4,OASES_USV:Marker4,OASES_USV:Marker5,OASES_USV:Marker5,OASES_USV:Marker5,OASES_USV:Marker6,OASES_USV:Marker6,OASES_USV:Marker6,OASES_USV:Marker7,OASES_USV:Marker7,OASES_USV:Marker7,OASES_USV:Marker8,OASES_USV:Marker8,OASES_USV:Marker8,OASES_USV:Marker9,OASES_USV:Marker9,OASES_USV:Marker9
,ID,2318D923CC3111EB1371DA7D1A00BA88,2318D923CC3111EB1371DA7D1A00BA88,2318D923CC3111EB1371DA7D1A00BA88,2318D923CC3111EB1371DA7D1A00BA88,2318D923CC3111EB1371DA7D1A00BA88,2318D923CC3111EB1371DA7D1A00BA88,2318D923CC3111EB1371DA7D1A00BA88,2318D923CC3111EB1371DA7D1A00BA88,16C94F0,16C94F0,16C94F0,4574208FCC3911EB1371DA7D1A00BA88,4574208FCC3911EB1371DA7D1A00BA88,4574208FCC3911EB1371DA7D1A00BA88,457420BCCC3911EB1371DA7D1A00BA88,457420BCCC3911EB1371DA7D1A00BA88,457420BCCC3911EB1371DA7D1A00BA88,16D5950,16D5950,16D5950,17027F0,17027F0,17027F0,16D5260,16D5260,16D5260,17023F0,17023F0,17023F0,16D6BE0,16D6BE0,16D6BE0,45742154CC3911EB1371DA7D1A00BA88,45742154CC3911EB1371DA7D1A00BA88,45742154CC3911EB1371DA7D1A00BA88
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1810,15.083333,-0.010715,0.964822,-0.019242,-0.261982,0.153988,0.541777,-3.358838,0.001343,0.397967,0.619191,-3.513299,0.533864,0.484729,-3.273037,0.238422,0.481676,-3.740907,0.296977,0.625545,-3.116658,0.172182,0.459854,-3.333236,0.005593,0.620961,-3.607555,-0.092013,0.620907,-3.215236,-0.230498,0.478179,-3.449902,0.063919,0.485631,-2.979191
1811,15.091667,-0.010955,0.965271,-0.019849,-0.260267,0.151727,0.541333,-3.359736,0.001282,0.395908,0.619194,-3.513425,0.531218,0.484594,-3.272897,0.237249,0.481671,-3.741741,0.293486,0.62506,-3.117061,0.169669,0.4598,-3.334298,0.005265,0.617939,-3.608326,-0.094804,0.62087,-3.217077,-0.23259,0.47809,-3.452187,0.060206,0.48545,-2.980554
1812,15.1,-0.009382,0.965739,-0.019015,-0.258648,0.149108,0.541616,-3.360945,0.001253,0.394034,0.619131,-3.51382,0.528391,0.484458,-3.272829,0.236103,0.481733,-3.742679,0.290367,0.624891,-3.117736,0.16712,0.459636,-3.335346,0.00379,0.618002,-3.6097,-0.097514,0.62085,-3.218901,-0.236788,0.481784,-3.455516,0.056762,0.485382,-2.981909
1813,15.108333,-0.010603,0.966103,-0.019584,-0.257193,0.146888,0.541243,-3.3619,0.00131,0.392138,0.619041,-3.514149,0.52585,0.484352,-3.272736,0.234856,0.481712,-3.743566,0.286898,0.62444,-3.118221,0.164676,0.459627,-3.336377,0.002071,0.617969,-3.611216,-0.100805,0.621257,-3.220717,-0.236652,0.478261,-3.456648,0.053129,0.485234,-2.983344
1814,15.116667,-0.009262,0.966573,-0.018672,-0.255544,0.144232,0.541404,-3.363014,0.001233,0.390189,0.619001,-3.51438,0.523124,0.4842,-3.272663,0.233701,0.481735,-3.743817,0.283691,0.624236,-3.118819,0.162182,0.459438,-3.337363,0.00042,0.617963,-3.612783,-0.103215,0.620785,-3.222403,-0.24104,0.481628,-3.460108,0.049446,0.485056,-2.984702
1815,15.125,-0.010532,0.966854,-0.018881,-0.254414,0.141926,0.541228,-3.363994,0.001345,0.388195,0.618987,-3.514758,0.520481,0.484073,-3.272629,0.232525,0.481618,-3.744684,0.280545,0.624161,-3.119509,0.1596,0.459407,-3.33849,-0.002669,0.619525,-3.613697,-0.106043,0.620678,-3.224389,-0.241017,0.478295,-3.461452,0.04599,0.484951,-2.986124
1816,15.133333,-0.008413,0.967301,-0.017467,-0.252888,0.139316,0.541277,-3.36526,0.001423,0.386349,0.618864,-3.515063,0.517903,0.483991,-3.272481,0.231376,0.481574,-3.745458,0.278429,0.622256,-3.1206,0.157214,0.459371,-3.339556,-0.004358,0.619485,-3.615288,-0.109073,0.62148,-3.226199,-0.245284,0.481479,-3.46479,0.042322,0.484727,-2.987628
1817,15.141667,-0.00972,0.967833,-0.018745,-0.250706,0.137106,0.541113,-3.366515,0.001121,0.384341,0.618891,-3.515431,0.515156,0.483869,-3.272531,0.230118,0.481617,-3.7463,0.274204,0.623915,-3.120877,0.154912,0.459311,-3.340515,-0.004518,0.61799,-3.617506,-0.112217,0.621132,-3.228235,-0.246023,0.479609,-3.468237,0.038657,0.484622,-2.989028
1818,15.15,-0.010084,0.968149,-0.018355,-0.249499,0.134602,0.541469,-3.367523,0.001217,0.381726,0.621101,-3.515677,0.512513,0.483786,-3.27242,0.229073,0.48166,-3.74718,0.271149,0.623791,-3.121588,0.152307,0.459321,-3.341683,-0.006169,0.618044,-3.619045,-0.114544,0.620611,-3.230107,-0.249477,0.48144,-3.46944,0.035207,0.484518,-2.990516
1819,15.158333,-0.0106,0.968594,-0.018497,-0.247731,0.132331,0.541303,-3.368724,0.001086,0.379908,0.621159,-3.516001,0.509739,0.4837,-3.272379,0.227847,0.481622,-3.747978,0.268051,0.623793,-3.122222,0.149778,0.459205,-3.342732,-0.007745,0.618092,-3.620608,-0.117462,0.620597,-3.231885,-0.25018,0.479651,-3.472847,0.031415,0.484412,-2.992001
1820,15.166667,-0.010168,0.968934,-0.018053,-0.246449,0.129841,0.541071,-3.370032,0.000934,0.377896,0.621115,-3.516422,0.505478,0.481563,-3.273638,0.226558,0.481603,-3.748827,0.264881,0.623678,-3.123005,0.147413,0.459247,-3.343832,-0.009205,0.618036,-3.622062,-0.120149,0.620419,-3.233863,-0.252355,0.479597,-3.475332,0.027913,0.484385,-2.993452
1821,15.175,-0.009328,0.969382,-0.017733,-0.244737,0.127489,0.54119,-3.371196,0.001188,0.376801,0.61865,-3.516985,0.504535,0.483696,-3.272215,0.225427,0.481625,-3.749628,0.261586,0.623663,-3.123689,0.144951,0.459237,-3.344909,-0.011968,0.621025,-3.624518,-0.122922,0.620454,-3.235865,-0.254377,0.479532,-3.477592,0.024326,0.48432,-2.994948
1822,15.183333,-0.008424,0.969636,-0.017035,-0.243814,0.124935,0.540998,-3.372157,0.001433,0.374722,0.618652,-3.517338,0.501638,0.483632,-3.272389,0.223981,0.481717,-3.750601,0.259577,0.621775,-3.124914,0.142269,0.459245,-3.346128,-0.013989,0.619637,-3.624589,-0.125888,0.620437,-3.237726,-0.257675,0.481372,-3.479101,0.020688,0.484271,-2.996387
1823,15.191667,-0.009376,0.970107,-0.017998,-0.241827,0.122887,0.540694,-3.373466,0.001178,0.372806,0.618644,-3.517733,0.498735,0.483506,-3.272451,0.222812,0.481841,-3.751384,0.256367,0.621733,-3.125676,0.13991,0.459235,-3.347255,-0.013997,0.617916,-3.626921,-0.12869,0.620468,-3.239746,-0.258589,0.479518,-3.482338,0.017229,0.484305,-2.997886
1824,15.2,-0.008996,0.970482,-0.017919,-0.240338,0.120444,0.540646,-3.374736,0.001287,0.370989,0.618625,-3.518155,0.496335,0.483521,-3.272375,0.221397,0.48182,-3.752928,0.253298,0.621666,-3.126521,0.137369,0.459177,-3.34837,-0.015657,0.61792,-3.628503,-0.131799,0.620815,-3.241716,-0.260584,0.47947,-3.48476,0.013562,0.484274,-2.999389
1825,15.208333,-0.009038,0.970888,-0.018556,-0.238644,0.117819,0.54112,-3.375878,0.001258,0.369111,0.618585,-3.51847,0.493418,0.483506,-3.272502,0.220188,0.481847,-3.753747,0.249053,0.623619,-3.126682,0.134508,0.459848,-3.349895,-0.017235,0.617932,-3.630174,-0.135473,0.622217,-3.243141,-0.262576,0.47939,-3.487117,0.010057,0.484352,-3.000901
1826,15.216667,-0.009283,0.971243,-0.018489,-0.237192,0.115552,0.541036,-3.3771,0.001162,0.367215,0.618755,-3.518845,0.49062,0.483468,-3.272546,0.218927,0.481792,-3.754576,0.245821,0.623642,-3.12742,0.131947,0.459835,-3.351168,-0.018818,0.617928,-3.631766,-0.137169,0.621142,-3.245571,-0.264589,0.479491,-3.489445,0.006503,0.48433,-3.002456
1827,15.225,-0.009197,0.97157,-0.017783,-0.235906,0.1131,0.541194,-3.378418,0.001167,0.365167,0.618577,-3.519442,0.488054,0.483402,-3.272532,0.217731,0.481778,-3.755451,0.243032,0.623955,-3.128421,0.129834,0.459116,-3.351848,-0.021641,0.621025,-3.63426,-0.139749,0.620384,-3.247527,-0.266629,0.479457,-3.49186,0.002896,0.484289,-3.003958
1828,15.233333,-0.009319,0.971944,-0.018187,-0.234321,0.110764,0.540973,-3.37944,0.001202,0.363347,0.618518,-3.519717,0.485217,0.48335,-3.272697,0.216522,0.481716,-3.756313,0.239413,0.62358,-3.129135,0.127393,0.459143,-3.352995,-0.022792,0.619188,-3.63433,-0.142527,0.620407,-3.249717,-0.268708,0.479366,-3.494265,-0.000535,0.484407,-3.005565
1829,15.241667,-0.008717,0.972356,-0.01878,-0.232583,0.108334,0.540987,-3.380672,0.001192,0.361334,0.618522,-3.52015,0.482469,0.483313,-3.272673,0.215273,0.481638,-3.757188,0.236358,0.623537,-3.129963,0.124749,0.458974,-3.354198,-0.023529,0.617707,-3.636579,-0.146247,0.622506,-3.251417,-0.270651,0.479384,-3.496653,-0.004152,0.484326,-3.007129
1830,15.25,-0.00837,0.972702,-0.018997,-0.231127,0.106025,0.54107,-3.382005,0.001212,0.359433,0.618309,-3.520674,0.479926,0.483224,-3.27274,0.214053,0.481499,-3.75811,0.233639,0.623916,-3.130916,0.122495,0.458984,-3.355443,-0.025114,0.617758,-3.638247,-0.149317,0.623364,-3.25395,-0.272694,0.479395,-3.499087,-0.007495,0.484356,-3.008711
1831,15.258333,-0.009706,0.97305,-0.018726,-0.22963,0.103478,0.5412,-3.38316,0.001182,0.356412,0.620774,-3.521123,0.477007,0.483126,-3.2729,0.212893,0.481446,-3.75898,0.230086,0.623513,-3.131658,0.120089,0.458944,-3.356619,-0.026662,0.617755,-3.639881,-0.152146,0.622057,-3.255346,-0.274732,0.479337,-3.50154,-0.011204,0.48428,-3.010316
1832,15.266667,-0.0101,0.973378,-0.018751,-0.228216,0.101303,0.540929,-3.38445,0.001109,0.354579,0.620676,-3.521594,0.474445,0.483169,-3.272919,0.211731,0.481278,-3.759983,0.227055,0.623501,-3.132502,0.11767,0.458875,-3.35779,-0.028289,0.617605,-3.641627,-0.153705,0.620265,-3.257789,-0.276711,0.479223,-3.503911,-0.014716,0.484273,-3.011976
1833,15.275,-0.008754,0.973707,-0.017929,-0.226929,0.099014,0.540469,-3.385764,0.001268,0.353617,0.618243,-3.522156,0.471809,0.483157,-3.272975,0.21059,0.481216,-3.760846,0.224899,0.621648,-3.133832,0.115236,0.458869,-3.359071,-0.030805,0.618679,-3.64284,-0.156482,0.620302,-3.259905,-0.278775,0.479145,-3.506432,-0.018194,0.484277,-3.013593
1834,15.283333,-0.009034,0.974033,-0.018226,-0.225491,0.096445,0.540662,-3.386984,0.001371,0.350073,0.619772,-3.52219,0.469023,0.483125,-3.273146,0.209271,0.481057,-3.761792,0.221721,0.621726,-3.134813,0.11278,0.458731,-3.360223,-0.031367,0.617477,-3.645104,-0.159221,0.620198,-3.262123,-0.281849,0.480458,-3.508204,-0.02178,0.4843,-3.015201
1835,15.291667,-0.009037,0.974455,-0.019043,-0.22359,0.094291,0.540523,-3.388299,0.001152,0.349546,0.618264,-3.523,0.466401,0.483197,-3.273186,0.208214,0.480972,-3.762707,0.217474,0.623414,-3.135355,0.110392,0.458762,-3.36142,-0.032946,0.617444,-3.646824,-0.161981,0.620259,-3.264117,-0.282709,0.479079,-3.511194,-0.02521,0.484333,-3.016848
1836,15.3,-0.008703,0.974827,-0.019291,-0.221955,0.091972,0.540611,-3.389695,0.001191,0.347647,0.618195,-3.523669,0.46367,0.483216,-3.273289,0.207041,0.480947,-3.76358,0.214294,0.623407,-3.136203,0.108044,0.458768,-3.362618,-0.034587,0.617341,-3.648543,-0.163192,0.6186,-3.262931,-0.284658,0.478892,-3.513763,-0.028807,0.484328,-3.018491
1837,15.308333,-0.008689,0.975174,-0.019335,-0.220425,0.089538,0.540581,-3.391011,0.001188,0.345619,0.618131,-3.52411,0.460839,0.48323,-3.273487,0.205859,0.480894,-3.764577,0.211028,0.623408,-3.137108,0.105392,0.458683,-3.363889,-0.036193,0.617241,-3.650245,-0.165946,0.618693,-3.265225,-0.286695,0.478887,-3.516244,-0.032306,0.484337,-3.020194
1838,15.316667,-0.008556,0.97551,-0.019464,-0.218923,0.087143,0.5405,-3.392318,0.001204,0.343704,0.61814,-3.524651,0.458164,0.483326,-3.273592,0.204576,0.480772,-3.765444,0.207954,0.623495,-3.138146,0.102475,0.458115,-3.365095,-0.037765,0.617148,-3.651993,-0.168692,0.618733,-3.267601,-0.288596,0.478834,-3.518666,-0.035767,0.484373,-3.021931
1839,15.325,-0.008527,0.975833,-0.019593,-0.217471,0.084793,0.540582,-3.393616,0.001215,0.341809,0.618051,-3.525157,0.455378,0.483379,-3.273718,0.203316,0.480707,-3.76638,0.204761,0.623537,-3.139115,0.100607,0.45869,-3.36631,-0.039322,0.617044,-3.653781,-0.171448,0.618564,-3.269443,-0.290923,0.478964,-3.521008,-0.039297,0.484404,-3.023608
1840,15.333333,-0.006661,0.976138,-0.017383,-0.216354,0.081842,0.539909,-3.395537,0.00097,0.339807,0.617998,-3.525887,,,,0.202153,0.480673,-3.767358,0.202782,0.621905,-3.140449,0.09487,0.455474,-3.369733,-0.041985,0.620027,-3.656233,-0.174068,0.618373,-3.271282,-0.292519,0.478609,-3.52375,-0.042734,0.484619,-3.025256
1841,15.341667,-0.008932,0.976433,-0.019158,-0.214783,0.080281,0.540156,-3.3961,0.001341,0.337887,0.618016,-3.52621,0.449987,0.48355,-3.27405,0.200933,0.480655,-3.76829,0.199579,0.621956,-3.141443,0.095675,0.458859,-3.368916,-0.042365,0.616838,-3.657084,-0.177979,0.619455,-3.275761,-0.294451,0.47856,-3.526195,-0.046347,0.484627,-3.027006
1842,15.35,-0.008795,0.976769,-0.019368,-0.213236,0.077957,0.540143,-3.397474,0.001291,0.336012,0.617894,-3.526948,0.447269,0.483656,-3.274187,0.199793,0.480544,-3.769241,0.196399,0.622042,-3.142421,0.09322,0.458788,-3.370131,-0.04382,0.616762,-3.658814,-0.18075,0.619544,-3.278195,-0.296344,0.478542,-3.528662,-0.049768,0.484752,-3.028697
1843,15.358333,-0.008347,0.977168,-0.019503,-0.211409,0.07521,0.541,-3.399158,0.001177,0.334156,0.617868,-3.527442,0.444345,0.483672,-3.274476,0.198488,0.480394,-3.770074,0.192188,0.623955,-3.142981,0.090547,0.459419,-3.371825,-0.046658,0.619842,-3.661489,-0.182136,0.618252,-3.277862,-0.298298,0.478347,-3.531239,-0.053341,0.484893,-3.030383
1844,15.366667,-0.008722,0.977417,-0.01939,-0.210246,0.072876,0.540755,-3.400257,0.001308,0.332003,0.617883,-3.528036,0.441699,0.483721,-3.27462,0.197416,0.480354,-3.771131,0.189013,0.624023,-3.143976,0.08787,0.459448,-3.373184,-0.048243,0.61969,-3.66325,-0.185831,0.619097,-3.281678,-0.300528,0.478469,-3.533529,-0.056824,0.484984,-3.032103
1845,15.375,-0.009036,0.977768,-0.020392,-0.2085,0.070775,0.540389,-3.401533,0.001252,0.33019,0.617888,-3.528542,0.439014,0.483764,-3.274888,0.19622,0.480212,-3.772123,0.18585,0.624126,-3.144968,0.085581,0.459379,-3.374343,-0.048433,0.616419,-3.664084,-0.188868,0.619481,-3.284658,-0.302079,0.478242,-3.536145,-0.060253,0.484985,-3.033834
1846,15.383333,-0.008451,0.978123,-0.020761,-0.206817,0.06841,0.54054,-3.403075,0.00115,0.328298,0.617839,-3.529259,0.436022,0.48372,-3.275132,0.195035,0.479992,-3.77308,0.182727,0.62409,-3.146065,0.083649,0.458816,-3.375339,-0.049945,0.616374,-3.665837,-0.190363,0.618474,-3.28477,-0.304379,0.478382,-3.538533,-0.063735,0.484986,-3.035733
1847,15.391667,-0.008332,0.978453,-0.020147,-0.205314,0.065885,0.54089,-3.404669,0.001245,0.326264,0.617821,-3.529687,0.433535,0.483841,-3.275311,0.193937,0.479826,-3.774055,0.179628,0.624231,-3.147151,0.080776,0.459231,-3.377057,-0.05282,0.619437,-3.668576,-0.19313,0.618448,-3.286809,-0.305839,0.477975,-3.541268,-0.06717,0.485128,-3.037495
1848,15.4,-0.009189,0.978675,-0.020546,-0.20418,0.063756,0.540336,-3.405608,0.001249,0.324278,0.617886,-3.530387,0.430874,0.483872,-3.275578,0.192706,0.479665,-3.774953,0.176476,0.624246,-3.148259,0.07879,0.458667,-3.378102,-0.05387,0.617214,-3.668938,-0.196855,0.619172,-3.291025,-0.307698,0.477922,-3.543756,-0.070651,0.485125,-3.039359
1849,15.408333,-0.008133,0.979075,-0.020483,-0.202303,0.06134,0.540796,-3.407439,0.001237,0.322469,0.617771,-3.531018,0.428062,0.48389,-3.27581,0.191767,0.479557,-3.776053,0.173522,0.62433,-3.149324,0.076514,0.458599,-3.379361,-0.055686,0.619141,-3.672192,-0.198485,0.618445,-3.291835,-0.309959,0.478054,-3.546199,-0.074127,0.485236,-3.041161
1850,15.416667,-0.008447,0.979399,-0.021558,-0.200605,0.059269,0.540378,-3.408741,0.001174,0.320503,0.617715,-3.53169,0.42549,0.48394,-3.276002,0.190605,0.479406,-3.776986,0.170385,0.624424,-3.15043,0.074083,0.458591,-3.380665,-0.055972,0.615871,-3.673216,-0.20117,0.61845,-3.294052,-0.311429,0.477733,-3.548916,-0.077515,0.485324,-3.04296
1851,15.425,-0.008415,0.979707,-0.021686,-0.199082,0.057003,0.540338,-3.410131,0.001173,0.318607,0.617674,-3.532202,0.422828,0.483945,-3.276222,0.189449,0.479221,-3.777939,0.167306,0.624429,-3.151463,0.071762,0.45851,-3.382023,-0.057415,0.615821,-3.675021,-0.203898,0.618503,-3.296278,-0.313279,0.477635,-3.55146,-0.080845,0.485413,-3.044798
1852,15.433333,-0.008813,0.979971,-0.02097,-0.197835,0.054263,0.540884,-3.41162,0.00128,0.31511,0.619153,-3.532485,0.42006,0.483937,-3.276569,0.188276,0.479004,-3.778915,0.164254,0.624579,-3.152536,0.069305,0.458488,-3.383363,-0.060124,0.618646,-3.677617,-0.20659,0.618482,-3.298663,-0.315527,0.477807,-3.553892,-0.084289,0.485428,-3.046669
1853,15.441667,-0.008036,0.980313,-0.021236,-0.196139,0.052273,0.540611,-3.413134,0.001228,0.314817,0.617558,-3.533561,0.417479,0.484016,-3.276771,0.187258,0.478946,-3.779948,0.16112,0.624527,-3.153722,0.067092,0.458523,-3.384694,-0.061448,0.618566,-3.679408,-0.209097,0.618461,-3.300863,-0.317093,0.47748,-3.556586,-0.087696,0.485572,-3.048505
1854,15.45,-0.0084,0.980581,-0.021249,-0.194781,0.049899,0.540401,-3.414483,0.001188,0.312715,0.617449,-3.53428,0.414787,0.484082,-3.277043,0.186084,0.478783,-3.780968,0.157952,0.624652,-3.15485,0.064766,0.458498,-3.386039,-0.062936,0.61847,-3.681237,-0.213107,0.619953,-3.306008,-0.319068,0.477502,-3.558935,-0.091192,0.485607,-3.050404
1855,15.458333,-0.007475,0.980886,-0.021001,-0.193302,0.047764,0.540357,-3.416067,0.001398,0.310959,0.617392,-3.534905,0.411998,0.484141,-3.277359,0.184965,0.478642,-3.781978,0.155906,0.623012,-3.156471,0.062248,0.458482,-3.387477,-0.064303,0.618411,-3.683093,-0.214353,0.618473,-3.305355,-0.321009,0.477437,-3.561658,-0.094613,0.485756,-3.052262
1856,15.466667,-0.007332,0.981173,-0.02125,-0.19182,0.045516,0.540372,-3.417497,0.001424,0.309061,0.617357,-3.535647,0.409415,0.484285,-3.277602,0.183797,0.478431,-3.78294,0.152898,0.62309,-3.157711,0.060027,0.458586,-3.388875,-0.065741,0.618342,-3.684894,-0.21689,0.618345,-3.307497,-0.322795,0.477381,-3.564109,-0.098072,0.485939,-3.054082
1857,15.475,-0.009091,0.98134,-0.020374,-0.190983,0.04361,0.539781,-3.418822,0.001265,0.307177,0.617318,-3.53624,0.406764,0.484471,-3.277914,0.182774,0.478444,-3.784009,0.149693,0.623224,-3.158802,0.057585,0.458455,-3.390233,-0.06743,0.618046,-3.68672,-0.221031,0.62002,-3.31295,-0.324237,0.477014,-3.567011,-0.098378,0.482661,-3.054682
1858,15.483333,-0.009282,0.981658,-0.021071,-0.189255,0.041181,0.540073,-3.420264,0.001121,0.305211,0.617356,-3.536929,0.403863,0.484454,-3.278277,0.181558,0.478324,-3.78503,0.145625,0.625052,-3.159469,0.055317,0.458638,-3.391701,-0.06865,0.618066,-3.688632,-0.223544,0.62009,-3.315353,-0.326363,0.477187,-3.569458,-0.101958,0.482628,-3.056781
1859,15.491667,-0.008461,0.981889,-0.020998,-0.188101,0.039114,0.539944,-3.42141,0.001548,0.303466,0.617306,-3.537605,0.401235,0.484501,-3.278512,0.180508,0.478175,-3.785985,0.14362,0.623409,-3.161087,0.052413,0.459242,-3.39351,-0.070068,0.61796,-3.690491,-0.224623,0.618434,-3.314566,-0.328052,0.477155,-3.571894,,,
1860,15.5,-0.00839,0.982212,-0.022243,-0.186267,0.036686,0.540321,-3.422883,0.001411,0.301613,0.617208,-3.538337,0.398606,0.484588,-3.278883,0.179292,0.478045,-3.786958,0.139466,0.625338,-3.161831,0.05022,0.459204,-3.394807,-0.071606,0.617893,-3.692341,-0.227189,0.618485,-3.317007,-0.329829,0.47711,-3.574597,,,
1861,15.508333,-0.008795,0.982488,-0.022554,-0.184745,0.034484,0.540388,-3.424389,0.001396,0.299678,0.6172,-3.538932,0.395379,0.485222,-3.279779,0.178296,0.478019,-3.788046,0.136497,0.625419,-3.163077,0.048322,0.458747,-3.39582,-0.072988,0.617831,-3.694108,-0.229749,0.618425,-3.319323,-0.331591,0.47697,-3.577341,,,
1862,15.516667,-0.00876,0.982839,-0.023118,-0.182801,0.032109,0.54071,-3.426436,0.001095,0.297938,0.61712,-3.539744,0.392794,0.485292,-3.280112,0.177241,0.477959,-3.78908,0.133366,0.625529,-3.164282,0.045495,0.459352,-3.397714,-0.074371,0.617829,-3.696008,-0.233732,0.620201,-3.324857,-0.332966,0.47672,-3.580068,-0.116515,0.487026,-3.065563
1863,15.525,-0.008183,0.983164,-0.022984,-0.181089,0.02987,0.540446,-3.427865,0.001195,0.296613,0.616732,-3.540327,0.390561,0.484833,-3.279983,0.176143,0.477846,-3.790153,0.130478,0.625643,-3.165519,0.043671,0.458822,-3.398764,-0.075589,0.617796,-3.697948,-0.236227,0.620226,-3.327167,-0.335146,0.476656,-3.582431,-0.120801,0.486606,-3.067626
1864,15.533333,-0.008001,0.983432,-0.022538,-0.179693,0.027741,0.540308,-3.429523,0.00133,0.294179,0.617021,-3.54114,0.387687,0.484811,-3.2804,0.175143,0.477695,-3.791144,0.128486,0.623837,-3.167215,0.041208,0.459346,-3.400621,-0.076987,0.617487,-3.699817,-0.238709,0.620227,-3.329566,-0.334942,0.474701,-3.582204,-0.124003,0.486657,-3.069611
1865,15.541667,-0.007098,0.983804,-0.023332,-0.17758,0.025394,0.540823,-3.431085,0.001331,0.29223,0.617054,-3.541819,0.385124,0.484852,-3.280772,0.174089,0.477551,-3.792253,0.124431,0.625799,-3.167962,0.039086,0.458695,-3.401739,-0.078218,0.617393,-3.701725,-0.239733,0.618436,-3.32875,-0.336383,0.4746,-3.584572,-0.128077,0.487096,-3.071602
1866,15.55,-0.007544,0.983992,-0.022788,-0.176589,0.02331,0.540056,-3.432643,0.001169,0.290553,0.617047,-3.542534,0.382612,0.484823,-3.281151,0.173029,0.477405,-3.79326,0.122467,0.623992,-3.169737,,,,-0.079501,0.61724,-3.703561,-0.243742,0.620254,-3.334239,-0.340167,0.476503,-3.590382,-0.131422,0.487188,-3.073591
1867,15.558333,-0.007432,0.984306,-0.023819,-0.174699,0.02104,0.540494,-3.434225,0.001067,0.288706,0.617029,-3.543343,0.379756,0.484753,-3.281593,0.172017,0.477151,-3.79435,0.118446,0.625891,-3.17046,,,,-0.08094,0.617113,-3.705501,-0.244623,0.618583,-3.333317,-0.341773,0.476399,-3.593035,-0.134718,0.48716,-3.075684
1868,15.566667,-0.007075,0.984635,-0.023783,-0.172852,0.018859,0.540616,-3.435942,0.00119,0.286893,0.616935,-3.543939,0.37717,0.484752,-3.281998,0.170885,0.476928,-3.79538,0.115441,0.625932,-3.171813,,,,-0.082182,0.616993,-3.707324,-0.247131,0.618791,-3.336012,-0.341415,0.474587,-3.59286,-0.138132,0.487217,-3.077764
1869,15.575,-0.007656,0.984833,-0.023963,-0.171671,0.016721,0.540227,-3.437235,0.001066,0.284967,0.617001,-3.54474,0.374637,0.484735,-3.282336,0.170015,0.476782,-3.796445,0.112403,0.62589,-3.173092,,,,-0.083448,0.616903,-3.709282,-0.251097,0.620341,-3.34162,-0.345003,0.476321,-3.598294,-0.141344,0.48729,-3.079809
1870,15.583333,-0.008545,0.985083,-0.024291,-0.170144,0.014578,0.540495,-3.438544,0.00127,0.281727,0.618422,-3.544951,0.371872,0.484714,-3.28286,0.169006,0.476719,-3.797493,0.109569,0.625996,-3.1744,0.029117,0.457923,-3.408351,-0.084654,0.616717,-3.711152,-0.253665,0.62046,-3.344118,-0.346664,0.476385,-3.600979,-0.144487,0.487352,-3.081841
1871,15.591667,-0.008907,0.985309,-0.024741,-0.168745,0.01253,0.540415,-3.439955,0.00136,0.280567,0.619135,-3.546125,0.369316,0.484788,-3.283252,0.168045,0.476667,-3.798591,0.106603,0.625946,-3.175709,0.02528,0.457777,-3.410069,-0.085905,0.616578,-3.713079,-0.256083,0.620468,-3.346437,-0.346998,0.475172,-3.60178,-0.147831,0.487466,-3.083913
1872,15.6,-0.007208,0.985629,-0.024513,-0.16698,0.010288,0.540179,-3.441737,0.001205,0.279618,0.616746,-3.54697,0.366776,0.484782,-3.283691,0.167045,0.476612,-3.799623,0.10361,0.626105,-3.176991,0.022937,0.45783,-3.411675,-0.087126,0.616596,-3.714987,-0.258535,0.620559,-3.348817,-0.349903,0.476152,-3.606317,-0.151137,0.487609,-3.085995
1873,15.608333,-0.005844,0.985902,-0.022875,-0.165651,0.007591,0.54032,-3.443492,0.00155,0.276995,0.619153,-3.547588,,,,0.165985,0.476562,-3.800718,0.101613,0.624428,-3.17872,0.020478,0.457747,-3.413374,-0.088412,0.616609,-3.71683,-0.262889,0.622013,-3.350155,-0.349755,0.474576,-3.606295,-0.154289,0.487678,-3.088022
