Format Version,1.23,Take Name,Take 2021-07-09 18.50.59 AM_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-07-09 07.04.38.944 下午,Total Frames in Take,1115,Total Exported Frames,1115,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV
,ID,"D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88","D0D601A5E0A211EB1371DA7D1A00CE88"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
0,0.000000,0.001576,0.411289,0.001908,-0.911502,1.706787,0.533101,-6.324771,0.001529
1,0.008333,0.001648,0.411349,0.001959,-0.911475,1.706486,0.533086,-6.324314,0.001474
2,0.016667,0.001665,0.411321,0.001997,-0.911487,1.706202,0.533065,-6.323875,0.001510
3,0.025000,0.001707,0.411287,0.002040,-0.911502,1.705914,0.533044,-6.323400,0.001523
4,0.033333,0.001717,0.411300,0.002064,-0.911496,1.705596,0.532989,-6.322934,0.001528
5,0.041667,0.001711,0.411300,0.002087,-0.911496,1.705253,0.532939,-6.322477,0.001528
6,0.050000,0.001662,0.411269,0.002201,-0.911510,1.704892,0.532903,-6.321965,0.001538
7,0.058333,0.001639,0.411295,0.002268,-0.911498,1.704496,0.532858,-6.321442,0.001479
8,0.066667,0.001562,0.411347,0.002311,-0.911475,1.704143,0.532855,-6.320948,0.001477
9,0.075000,0.001531,0.411406,0.002303,-0.911448,1.703721,0.532822,-6.320421,0.001505
10,0.083333,0.001522,0.411424,0.002316,-0.911440,1.703339,0.532781,-6.319841,0.001514
11,0.091667,0.001455,0.411436,0.002304,-0.911435,1.702960,0.532762,-6.319327,0.001525
12,0.100000,0.001397,0.411451,0.002310,-0.911428,1.702572,0.532748,-6.318778,0.001496
13,0.108333,0.001300,0.411433,0.002276,-0.911436,1.702183,0.532747,-6.318201,0.001457
14,0.116667,0.001177,0.411419,0.002259,-0.911443,1.701761,0.532753,-6.317625,0.001459
15,0.125000,0.001070,0.411468,0.002280,-0.911421,1.701317,0.532737,-6.317048,0.001462
16,0.133333,0.001008,0.411504,0.002272,-0.911404,1.700819,0.532723,-6.316452,0.001484
17,0.141667,0.000893,0.411515,0.002249,-0.911400,1.700319,0.532657,-6.315876,0.001494
18,0.150000,0.000752,0.411576,0.002113,-0.911372,1.699798,0.532603,-6.315278,0.001488
19,0.158333,,,,,,,,
20,0.166667,0.000547,0.411551,0.001968,-0.911385,1.698807,0.532519,-6.314056,0.001482
21,0.175000,,,,,,,,
22,0.183333,,,,,,,,
23,0.191667,0.000324,0.411576,0.001849,-0.911373,1.697349,0.532571,-6.312229,0.001501
24,0.200000,0.000224,0.411563,0.001843,-0.911379,1.696821,0.532550,-6.311603,0.001481
25,0.208333,0.000132,0.411628,0.001782,-0.911350,1.696268,0.532499,-6.310938,0.001498
26,0.216667,-0.000016,0.411658,0.001669,-0.911337,1.695685,0.532419,-6.310325,0.001521
27,0.225000,-0.000163,0.411700,0.001612,-0.911318,1.695085,0.532379,-6.309649,0.001549
28,0.233333,-0.000204,0.411733,0.001551,-0.911303,1.694472,0.532331,-6.308993,0.001543
29,0.241667,-0.000265,0.411753,0.001411,-0.911294,1.693873,0.532325,-6.308325,0.001543
30,0.250000,-0.000354,0.411739,0.001434,-0.911301,1.693355,0.532384,-6.307651,0.001523
31,0.258333,-0.000420,0.411696,0.001387,-0.911320,1.692820,0.532405,-6.306961,0.001463
32,0.266667,-0.000548,0.411720,0.001235,-0.911310,1.692259,0.532435,-6.306259,0.001477
33,0.275000,-0.000543,0.411796,0.001131,-0.911275,1.691612,0.532416,-6.305582,0.001502
34,0.283333,-0.000567,0.411813,0.001018,-0.911268,1.690968,0.532375,-6.304866,0.001485
35,0.291667,-0.000698,0.411795,0.000923,-0.911276,1.690323,0.532379,-6.304202,0.001493
36,0.300000,-0.000721,0.411802,0.000846,-0.911273,1.689663,0.532364,-6.303471,0.001504
37,0.308333,-0.000736,0.411872,0.000799,-0.911241,1.689011,0.532370,-6.302734,0.001486
38,0.316667,-0.000781,0.411904,0.000698,-0.911227,1.688381,0.532360,-6.302008,0.001498
39,0.325000,-0.000786,0.411824,0.000527,-0.911263,1.687712,0.532352,-6.301311,0.001486
40,0.333333,-0.000769,0.411805,0.000526,-0.911272,1.687019,0.532339,-6.300593,0.001501
41,0.341667,-0.000749,0.411856,0.000448,-0.911249,1.686326,0.532327,-6.299857,0.001525
42,0.350000,-0.000755,0.411845,0.000410,-0.911253,1.685662,0.532340,-6.299113,0.001471
43,0.358333,-0.000662,0.411858,0.000323,-0.911248,1.684989,0.532332,-6.298385,0.001510
44,0.366667,-0.000609,0.411867,0.000213,-0.911244,1.684265,0.532326,-6.297638,0.001511
45,0.375000,-0.000573,0.411886,0.000278,-0.911235,1.683562,0.532315,-6.296884,0.001505
46,0.383333,-0.000485,0.411881,0.000250,-0.911237,1.682833,0.532288,-6.296110,0.001510
47,0.391667,-0.000412,0.411898,0.000168,-0.911230,1.682091,0.532295,-6.295353,0.001515
48,0.400000,-0.000352,0.412042,-0.000381,-0.911165,1.680926,0.531932,-6.294597,0.001462
49,0.408333,-0.000608,0.411930,-0.000509,-0.911215,1.680069,0.532044,-6.293804,0.001360
50,0.416667,-0.000531,0.411968,-0.000565,-0.911198,1.679323,0.532105,-6.293008,0.001377
51,0.425000,-0.000460,0.412017,-0.000597,-0.911176,1.678596,0.532136,-6.292212,0.001383
52,0.433333,-0.000481,0.412021,-0.000653,-0.911174,1.677859,0.532177,-6.291417,0.001395
53,0.441667,-0.000371,0.411954,-0.000680,-0.911205,1.677053,0.532186,-6.290607,0.001357
54,0.450000,-0.000258,0.411998,-0.000665,-0.911184,1.676286,0.532216,-6.289788,0.001386
55,0.458333,-0.000190,0.412011,-0.000679,-0.911178,1.675488,0.532209,-6.288963,0.001384
56,0.466667,-0.000094,0.412035,-0.000726,-0.911168,1.674668,0.532185,-6.288149,0.001375
57,0.475000,0.000041,0.412038,-0.000649,-0.911167,1.673803,0.532185,-6.287318,0.001378
58,0.483333,0.000066,0.412005,-0.000703,-0.911182,1.673020,0.532250,-6.286523,0.001368
59,0.491667,0.000186,0.412099,-0.000685,-0.911139,1.672262,0.532293,-6.285686,0.001354
60,0.500000,0.000240,0.412118,-0.000686,-0.911130,1.671484,0.532377,-6.284842,0.001377
61,0.508333,0.000404,0.412117,-0.000711,-0.911131,1.670694,0.532421,-6.284001,0.001375
62,0.516667,0.000547,0.412114,-0.000661,-0.911132,1.669900,0.532445,-6.283170,0.001355
63,0.525000,0.000580,0.412137,-0.000592,-0.911121,1.669003,0.532443,-6.282319,0.001373
64,0.533333,0.000709,0.412139,-0.000567,-0.911120,1.668164,0.532441,-6.281453,0.001381
65,0.541667,0.000716,0.412232,-0.000432,-0.911078,1.667331,0.532439,-6.280622,0.001375
66,0.550000,0.000799,0.412240,-0.000441,-0.911075,1.666455,0.532482,-6.279737,0.001341
67,0.558333,0.000923,0.412291,-0.000387,-0.911052,1.665585,0.532518,-6.278869,0.001386
68,0.566667,0.000968,0.412311,-0.000395,-0.911043,1.664775,0.532601,-6.277981,0.001374
69,0.575000,0.001070,0.412326,-0.000385,-0.911036,1.663946,0.532683,-6.277111,0.001314
70,0.583333,0.001198,0.412263,-0.000290,-0.911064,1.663077,0.532729,-6.276199,0.001367
71,0.591667,0.001266,0.412303,-0.000318,-0.911046,1.662219,0.532747,-6.275290,0.001357
72,0.600000,0.001330,0.412328,-0.000331,-0.911035,1.661324,0.532763,-6.274394,0.001351
73,0.608333,0.001382,0.412314,-0.000229,-0.911041,1.660432,0.532768,-6.273501,0.001387
74,0.616667,0.001434,0.412297,-0.000214,-0.911048,1.659529,0.532808,-6.272567,0.001371
75,0.625000,0.001774,0.412434,-0.000277,-0.910986,1.658646,0.532929,-6.271627,0.001382
76,0.633333,0.001750,0.412498,-0.000229,-0.910957,1.657717,0.532993,-6.270685,0.001400
77,0.641667,0.001852,0.412593,-0.000196,-0.910914,1.656764,0.533001,-6.269778,0.001401
78,0.650000,0.001947,0.412554,-0.000153,-0.910931,1.655875,0.533029,-6.268847,0.001381
79,0.658333,0.001940,0.412571,-0.000085,-0.910923,1.654919,0.533101,-6.267913,0.001395
80,0.666667,0.002034,0.412614,-0.000043,-0.910904,1.653976,0.533118,-6.266965,0.001372
81,0.675000,0.002083,0.412632,-0.000082,-0.910896,1.653061,0.533130,-6.266030,0.001330
