Format Version,1.23,Take Name,Take 2021-07-09 18.50.59 AM_020,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-07-09 09.40.05.474 下午,Total Frames in Take,5142,Total Exported Frames,5142,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV,OASES_USV
,ID,D0D601A5E0A211EB1371DA7D1A00CE88,D0D601A5E0A211EB1371DA7D1A00CE88,D0D601A5E0A211EB1371DA7D1A00CE88,D0D601A5E0A211EB1371DA7D1A00CE88,D0D601A5E0A211EB1371DA7D1A00CE88,D0D601A5E0A211EB1371DA7D1A00CE88,D0D601A5E0A211EB1371DA7D1A00CE88,D0D601A5E0A211EB1371DA7D1A00CE88
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
0,0.000000,-0.002164,0.715241,0.000893,-0.698874,0.654312,0.535820,-6.176985,0.001461
1,0.008333,-0.002189,0.715189,0.000925,-0.698927,0.654229,0.535784,-6.176916,0.001453
2,0.016667,-0.002201,0.715111,0.000978,-0.699006,0.654162,0.535742,-6.176863,0.001448
3,0.025000,-0.002219,0.715025,0.001005,-0.699095,0.654066,0.535710,-6.176820,0.001441
4,0.033333,-0.002280,0.714922,0.001035,-0.699199,0.653943,0.535681,-6.176769,0.001427
5,0.041667,-0.002260,0.714826,0.001054,-0.699298,0.653802,0.535623,-6.176692,0.001416
6,0.050000,-0.002297,0.714698,0.001067,-0.699429,0.653644,0.535564,-6.176617,0.001417
7,0.058333,-0.002277,0.714553,0.001114,-0.699577,0.653417,0.535486,-6.176520,0.001428
8,0.066667,-0.002330,0.714423,0.001129,-0.699709,0.653198,0.535410,-6.176442,0.001434
9,0.075000,-0.002364,0.714292,0.001173,-0.699843,0.652977,0.535361,-6.176357,0.001438
10,0.083333,-0.002476,0.714156,0.001242,-0.699981,0.652738,0.535343,-6.176266,0.001410
11,0.091667,-0.002485,0.714065,0.001301,-0.700074,0.652500,0.535304,-6.176189,0.001400
12,0.100000,-0.002456,0.714001,0.001376,-0.700139,0.652222,0.535256,-6.176130,0.001398
13,0.108333,-0.002454,0.713948,0.001425,-0.700193,0.651932,0.535202,-6.176075,0.001387
14,0.116667,-0.002419,0.713925,0.001510,-0.700217,0.651577,0.535127,-6.176011,0.001378
15,0.125000,-0.002394,0.713885,0.001572,-0.700258,0.651219,0.535072,-6.175956,0.001381
16,0.133333,-0.002335,0.713816,0.001569,-0.700328,0.650855,0.535007,-6.175914,0.001367
17,0.141667,-0.001867,0.714256,0.001991,-0.699879,0.650327,0.534695,-6.175461,0.001261
18,0.150000,-0.001845,0.714204,0.001988,-0.699933,0.649912,0.534628,-6.175395,0.001264
19,0.158333,-0.001867,0.714159,0.001976,-0.699979,0.649524,0.534574,-6.175338,0.001256
20,0.166667,-0.001888,0.714098,0.001950,-0.700040,0.649162,0.534518,-6.175282,0.001261
21,0.175000,-0.002417,0.713561,0.001486,-0.700588,0.648903,0.534685,-6.175610,0.001392
22,0.183333,,,,,,,,
23,0.191667,-0.002451,0.713411,0.001386,-0.700740,0.648024,0.534577,-6.175528,0.001376
24,0.200000,-0.002436,0.713321,0.001325,-0.700832,0.647619,0.534531,-6.175496,0.001373
25,0.208333,-0.001821,0.713696,0.001658,-0.700451,0.647058,0.534238,-6.175069,0.001242
26,0.216667,-0.001760,0.713623,0.001568,-0.700526,0.646643,0.534176,-6.175039,0.001225
27,0.225000,-0.001686,0.713535,0.001440,-0.700616,0.646180,0.534094,-6.175004,0.001252
28,0.233333,-0.001659,0.713440,0.001344,-0.700713,0.645701,0.534004,-6.174954,0.001262
29,0.241667,-0.001696,0.713341,0.001242,-0.700814,0.645210,0.533931,-6.174910,0.001274
30,0.250000,-0.001697,0.713249,0.001178,-0.700908,0.644739,0.533859,-6.174872,0.001277
31,0.258333,-0.001669,0.713167,0.001083,-0.700992,0.644278,0.533820,-6.174856,0.001264
32,0.266667,-0.002050,0.712635,0.000629,-0.701532,0.643917,0.534004,-6.175242,0.001402
33,0.275000,-0.001967,0.712569,0.000541,-0.701600,0.643405,0.533969,-6.175241,0.001459
34,0.283333,-0.001916,0.712477,0.000432,-0.701693,0.643033,0.533903,-6.175238,0.001393
35,0.291667,-0.001300,0.712776,0.000716,-0.701390,0.642413,0.533575,-6.174847,0.001261
36,0.300000,-0.001218,0.712612,0.000572,-0.701558,0.641887,0.533488,-6.174847,0.001257
37,0.308333,-0.001185,0.712469,0.000418,-0.701702,0.641394,0.533409,-6.174821,0.001261
38,0.316667,-0.001157,0.712340,0.000304,-0.701833,0.640908,0.533346,-6.174800,0.001237
39,0.325000,-0.001108,0.712257,0.000216,-0.701918,0.640394,0.533310,-6.174801,0.001244
40,0.333333,-0.001550,0.711733,-0.000277,-0.702448,0.639967,0.533494,-6.175192,0.001382
41,0.341667,-0.001518,0.711645,-0.000414,-0.702537,0.639452,0.533460,-6.175211,0.001369
42,0.350000,-0.000968,0.711980,-0.000182,-0.702199,0.638790,0.533176,-6.174837,0.001248
43,0.358333,-0.000883,0.711869,-0.000350,-0.702311,0.638262,0.533101,-6.174857,0.001241
44,0.366667,-0.000824,0.711729,-0.000559,-0.702453,0.637687,0.533006,-6.174887,0.001224
45,0.375000,-0.000724,0.711610,-0.000668,-0.702574,0.637052,0.532925,-6.174900,0.001240
46,0.383333,-0.000665,0.711524,-0.000727,-0.702661,0.636379,0.532863,-6.174932,0.001273
47,0.391667,-0.000599,0.711471,-0.000852,-0.702714,0.635783,0.532835,-6.174948,0.001263
48,0.400000,-0.000550,0.711340,-0.000992,-0.702847,0.635218,0.532766,-6.174932,0.001269
49,0.408333,-0.000507,0.711213,-0.001109,-0.702976,0.634595,0.532680,-6.174945,0.001259
50,0.416667,-0.000858,0.710487,-0.002070,-0.703707,0.634411,0.533157,-6.175664,0.001788
51,0.425000,-0.000364,0.710941,-0.001363,-0.703251,0.633297,0.532558,-6.175009,0.001288
52,0.433333,-0.000631,0.710411,-0.001771,-0.703785,0.632763,0.532732,-6.175431,0.001458
53,0.441667,-0.000581,0.710337,-0.001831,-0.703859,0.632150,0.532671,-6.175469,0.001464
54,0.450000,-0.000614,0.710194,-0.001958,-0.704003,0.631580,0.532666,-6.175496,0.001416
55,0.458333,-0.000597,0.710034,-0.002111,-0.704164,0.631001,0.532631,-6.175518,0.001349
56,0.466667,-0.000546,0.709904,-0.002202,-0.704295,0.630371,0.532581,-6.175519,0.001375
57,0.475000,0.000086,0.710092,-0.001871,-0.704106,0.629584,0.532335,-6.175033,0.001482
58,0.483333,-0.000190,0.709666,-0.002270,-0.704535,0.628846,0.532430,-6.175566,0.001519
59,0.491667,0.000163,0.709994,-0.002028,-0.704205,0.628138,0.532150,-6.175198,0.001281
60,0.500000,0.000184,0.709857,-0.002147,-0.704343,0.627511,0.532115,-6.175198,0.001252
61,0.508333,0.000197,0.709724,-0.002206,-0.704477,0.626879,0.532093,-6.175195,0.001250
62,0.516667,0.000255,0.709553,-0.002273,-0.704648,0.626140,0.532066,-6.175168,0.001299
63,0.525000,-0.000237,0.708985,-0.002711,-0.705218,0.625530,0.532256,-6.175575,0.001460
64,0.533333,-0.000196,0.708904,-0.002757,-0.705300,0.624844,0.532204,-6.175561,0.001430
65,0.541667,-0.000134,0.708777,-0.002752,-0.705428,0.624118,0.532104,-6.175561,0.001396
66,0.550000,0.000282,0.709056,-0.002444,-0.705147,0.623271,0.531815,-6.175227,0.001234
67,0.558333,0.000303,0.708912,-0.002431,-0.705292,0.622504,0.531744,-6.175220,0.001267
68,0.566667,0.000352,0.708815,-0.002434,-0.705390,0.621777,0.531711,-6.175201,0.001275
69,0.575000,-0.000232,0.708195,-0.002938,-0.706010,0.621158,0.531958,-6.175584,0.001432
70,0.583333,-0.000248,0.708051,-0.002942,-0.706155,0.620426,0.531910,-6.175577,0.001418
71,0.591667,0.000324,0.708390,-0.002462,-0.705817,0.619572,0.531625,-6.175156,0.001303
72,0.600000,0.000377,0.708245,-0.002414,-0.705962,0.618867,0.531609,-6.175145,0.001301
73,0.608333,0.000390,0.708139,-0.002367,-0.706069,0.618109,0.531580,-6.175123,0.001270
74,0.616667,0.000344,0.707998,-0.002347,-0.706210,0.617286,0.531521,-6.175098,0.001254
75,0.625000,0.000247,0.707904,-0.002279,-0.706305,0.616503,0.531449,-6.175051,0.001271
76,0.633333,0.000245,0.707755,-0.002219,-0.706455,0.615725,0.531369,-6.175017,0.001280
77,0.641667,0.000167,0.707600,-0.002159,-0.706610,0.614956,0.531339,-6.174994,0.001285
78,0.650000,0.000098,0.707452,-0.002118,-0.706758,0.614198,0.531327,-6.174967,0.001252
79,0.658333,-0.000450,0.706885,-0.002452,-0.707324,0.613572,0.531563,-6.175309,0.001427
