Format Version,1.23,Take Name,Take 2021-07-09 18.50.59 AM_013,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2021-07-11 03.41.07.084 下午,Total Frames in Take,853,Total Exported Frames,853,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Local
64,0.533333,0.006077,-0.419584,0.006315,-0.907674,1.626341,0.530525,-6.645663,0.000756,,,,,,,,,,,,
65,0.541667,0.006373,-0.41995,0.006606,-0.907501,1.625195,0.530785,-6.64369,0.000895,,,,,,,,,,,,
66,0.55,0.006477,-0.420534,0.00722,-0.907225,1.624044,0.531166,-6.641589,0.001076,,,,,,,,,,,,
67,0.558333,0.006527,-0.420746,0.00726,-0.907126,1.622551,0.531153,-6.639752,0.001067,,,,,,,,,,,,
68,0.566667,0.006682,-0.420547,0.00654,-0.907223,1.620782,0.530913,-6.638118,0.000887,,,,,,,,,,,,
69,0.575,0.006652,-0.42114,0.007297,-0.906942,1.619612,0.531235,-6.636041,0.001074,,,,,,,,,,,,
70,0.583333,0.006742,-0.420956,0.006517,-0.907032,1.617849,0.531014,-6.634359,0.000912,,,,,,,,,,,,
71,0.591667,0.006838,-0.421138,0.006539,-0.906947,1.616305,0.530975,-6.632443,0.000901,,,,,,,,,,,,
72,0.6,0.006859,-0.421314,0.006539,-0.906865,1.614792,0.531047,-6.630539,0.000912,,,,,,,,,,,,
73,0.608333,0.006914,-0.421535,0.006448,-0.906763,1.61327,0.531075,-6.628631,0.000925,,,,,,,,,,,,
74,0.616667,0.006921,-0.421588,0.006189,-0.90674,1.611668,0.531023,-6.626752,0.000917,,,,,,,,,,,,
75,0.625,0.007518,-0.421998,0.006495,-0.906542,1.610051,0.531041,-6.624824,0.001025,,,,,,,,,,,,
76,0.633333,0.007834,-0.422247,0.00632,-0.906425,1.608719,0.531202,-6.622754,0.000995,,,,,,,,,,,,
77,0.641667,0.008202,-0.423082,0.007338,-0.906025,1.607676,0.531783,-6.620498,0.001074,,,,,,,,,,,,
78,0.65,0.007904,-0.422588,0.006228,-0.906266,1.605587,0.531254,-6.61887,0.000978,,,,,,,,,,,,
79,0.658333,0.008215,-0.422961,0.006454,-0.906088,1.604167,0.531484,-6.616843,0.000984,,,,,,,,,,,,
80,0.666667,0.00799,-0.422944,0.006136,-0.9061,1.602505,0.531355,-6.614907,0.000998,,,,,,,,,,,,
81,0.675,0.007957,-0.423121,0.006032,-0.906018,1.600908,0.531404,-6.612918,0.001012,,,,,,,,,,,,
82,0.683333,0.008112,-0.423345,0.006028,-0.905912,1.599307,0.531421,-6.61093,0.000992,,,,,,,,,,,,
83,0.691667,0.00788,-0.423453,0.006159,-0.905863,1.597502,0.531311,-6.609054,0.001004,,,,,,,,,,,,
84,0.7,0.008445,-0.423905,0.006182,-0.905646,1.596303,0.531671,-6.606869,0.001025,,,,,,,,,,,,
85,0.708333,0.008045,-0.423814,0.006141,-0.905693,1.594316,0.531383,-6.604996,0.001018,,,,,,,,,,,,
86,0.716667,0.008197,-0.424084,0.005755,-0.905567,1.592937,0.531612,-6.602863,0.001026,,,,,,,,,,,,
87,0.725,0.008721,-0.424534,0.006164,-0.905349,1.591433,0.531715,-6.600787,0.001005,,,,,,,,,,,,
88,0.733333,0.008741,-0.424684,0.006066,-0.905279,1.589799,0.531776,-6.598776,0.001033,,,,,,,,,,,,
89,0.741667,0.008673,-0.424805,0.005993,-0.905223,1.58818,0.531794,-6.59673,0.001024,,,,,,,,,,,,
90,0.75,0.008745,-0.42505,0.00593,-0.905108,1.586526,0.531813,-6.594679,0.001052,,,,,,,,,,,,
91,0.758333,0.00844,-0.425012,0.00544,-0.905132,1.584718,0.531686,-6.592662,0.001023,,,,,,,,,,,,
92,0.766667,0.00861,-0.425206,0.0055,-0.905039,1.583045,0.531696,-6.590602,0.00106,,,,,,,,,,,,
93,0.775,0.008459,-0.425383,0.005327,-0.904958,1.581452,0.531735,-6.588566,0.001023,,,,,,,,,,,,
94,0.783333,0.008597,-0.425589,0.005338,-0.90486,1.579729,0.53171,-6.586487,0.001023,,,,,,,,,,,,
95,0.791667,0.008525,-0.425762,0.005292,-0.904779,1.578072,0.531727,-6.584423,0.001049,,,,,,,,,,,,
96,0.8,0.00851,-0.425893,0.005433,-0.904717,1.576214,0.53158,-6.582426,0.00105,,,,,,,,,,,,
97,0.808333,0.008691,-0.426209,0.005152,-0.904568,1.574733,0.53171,-6.58021,0.00105,,,,,,,,,,,,
98,0.816667,0.009242,-0.426544,0.005471,-0.904403,1.573211,0.531875,-6.578074,0.00108,,,,,,,,,,,,
99,0.825,0.00863,-0.426512,0.005295,-0.904425,1.571144,0.531553,-6.57613,0.001118,,,,,,,,,,,,
100,0.833333,0.01001,-0.427245,0.005573,-0.904063,1.569951,0.531981,-6.573759,0.001019,,,,,,,,,,,,
101,0.841667,0.008195,-0.426723,0.004824,-0.904332,1.567802,0.531581,-6.571939,0.000965,,,,,,,,,,,,
102,0.85,0.008323,-0.427054,0.005031,-0.904174,1.566226,0.531711,-6.569791,0.000995,,,,,,,,,,,,
103,0.858333,0.008667,-0.42717,0.004592,-0.904118,1.564354,0.531018,-6.567715,0.000842,,,,,,,,,,,,
104,0.866667,0.008642,-0.42732,0.004597,-0.904047,1.562652,0.530989,-6.565594,0.000788,,,,,,,,,,,,
105,0.875,0.008554,-0.427489,0.004787,-0.903967,1.560697,0.530898,-6.563539,0.000668,,,,,,,,,,,,
106,0.883333,0.00874,-0.427747,0.004501,-0.903845,1.559148,0.530916,-6.561354,0.000806,,,,,,,,,,,,
107,0.891667,0.008764,-0.427916,0.004424,-0.903765,1.557458,0.530905,-6.559213,0.00081,,,,,,,,,,,,
108,0.9,0.008639,-0.428131,0.004728,-0.903663,1.555695,0.531039,-6.557016,0.000844,,,,,,,,,,,,
109,0.908333,0.008953,-0.428357,0.004379,-0.903555,1.554005,0.530839,-6.554924,0.000824,,,,,,,,,,,,
110,0.916667,0.008958,-0.428592,0.004434,-0.903443,1.552264,0.530827,-6.552783,0.000782,,,,,,,,,,,,
111,0.925,0.008793,-0.42874,0.00448,-0.903374,1.550236,0.530611,-6.55074,0.000542,,,,,,,,,,,,
112,0.933333,0.00903,-0.429023,0.004348,-0.903238,1.548802,0.530754,-6.548505,0.000834,,,,,,,,,,,,
113,0.941667,0.009258,-0.429324,0.004693,-0.903091,1.547201,0.530826,-6.546325,0.000871,,,,,,,,,,,,
114,0.95,0.009186,-0.429491,0.004692,-0.903012,1.545434,0.530793,-6.544173,0.000862,,,,,,,,,,,,
115,0.958333,0.009259,-0.429783,0.004642,-0.902873,1.543684,0.530766,-6.542023,0.000829,,,,,,,,,,,,
116,0.966667,0.009191,-0.429793,0.004339,-0.90287,1.541824,0.530625,-6.539935,0.000812,,,,,,,,,,,,
117,0.975,0.009015,-0.430015,0.004684,-0.902765,1.539935,0.530562,-6.537822,0.000668,,,,,,,,,,,,
118,0.983333,0.009306,-0.430242,0.004446,-0.902655,1.538363,0.530531,-6.535575,0.000838,,,,,,,,,,,,
119,0.991667,0.009198,-0.430417,0.004481,-0.902572,1.536685,0.530604,-6.533448,0.000811,,,,,,,,,,,,
120,1,0.009484,-0.430986,0.005002,-0.902295,1.534286,0.530181,-6.531503,0.000548,,,,,,,,,,,,
121,1.008333,0.009262,-0.430969,0.004714,-0.902307,1.532981,0.530475,-6.529129,0.000875,,,,,,,,,,,,
122,1.016667,0.009828,-0.431603,0.005363,-0.901994,1.531145,0.530344,-6.527094,0.000898,,,,,,,,,,,,
123,1.025,0.009393,-0.431445,0.005195,-0.902076,1.52964,0.530517,-6.52479,0.000924,,,,,,,,,,,,
124,1.033333,0.00916,-0.431571,0.005153,-0.902018,1.527622,0.530398,-6.522731,0.000694,,,,,,,,,,,,
125,1.041667,0.009438,-0.431906,0.005375,-0.901853,1.526165,0.530488,-6.520484,0.0009,,,,,,,,,,,,
126,1.05,0.009215,-0.432039,0.005439,-0.901792,1.524147,0.53035,-6.518368,0.000696,,,,,,,,,,,,
127,1.058333,0.009421,-0.432209,0.005258,-0.901709,1.522583,0.530371,-6.516158,0.000919,,,,,,,,,,,,
128,1.066667,0.009226,-0.432415,0.005425,-0.901611,1.52066,0.530256,-6.514039,0.000614,,,,,,,,,,,,
129,1.075,0.009589,-0.432845,0.005906,-0.901398,1.519244,0.530454,-6.511789,0.000947,,,,,,,,,,,,
130,1.083333,0.009615,-0.433033,0.005919,-0.901307,1.517549,0.530494,-6.509635,0.000936,,,,,,,,,,,,
131,1.091667,0.009283,-0.433103,0.0059,-0.901277,1.515465,0.530246,-6.507511,0.000597,,,,,,,,,,,,
132,1.1,0.009437,-0.433377,0.006247,-0.901142,1.513826,0.530384,-6.505305,0.000702,,,,,,,,,,,,
133,1.108333,0.009297,-0.433554,0.006133,-0.901059,1.512049,0.530305,-6.503154,0.000564,,,,,,,,,,,,
134,1.116667,0.009353,-0.433758,0.006208,-0.900959,1.510592,0.530468,-6.500876,0.000852,,,,,,,,,,,,
135,1.125,0.009461,-0.434079,0.006674,-0.9008,1.508933,0.530595,-6.498675,0.000926,,,,,,,,,,,,
136,1.133333,0.009336,-0.43423,0.006527,-0.90073,1.507142,0.530509,-6.496471,0.000865,,,,,,,,,,,,
137,1.141667,0.00932,-0.43444,0.006698,-0.900628,1.505402,0.530565,-6.494284,0.000905,,,,,,,,,,,,
138,1.15,0.00931,-0.434692,0.006844,-0.900505,1.503697,0.530592,-6.492065,0.0009,,,,,,,,,,,,
139,1.158333,0.009126,-0.434975,0.007282,-0.900367,1.501823,0.530601,-6.489889,0.000688,,,,,,,,,,,,
140,1.166667,0.009097,-0.435146,0.007234,-0.900285,1.49997,0.530533,-6.487695,0.000599,,,,,,,,,,,,
141,1.175,0.009241,-0.435508,0.007568,-0.900105,1.498609,0.530855,-6.485372,0.000939,,,,,,,,,,,,
142,1.183333,0.009159,-0.435704,0.007752,-0.90001,1.496926,0.530939,-6.483145,0.000939,,,,,,,,,,,,
143,1.191667,0.009152,-0.43594,0.007893,-0.899895,1.495182,0.530984,-6.480905,0.000952,,,,,,,,,,,,
144,1.2,0.008804,-0.436036,0.007699,-0.899853,1.493305,0.530934,-6.47863,0.000896,,,,,,,,,,,,
145,1.208333,0.008827,-0.436013,0.007613,-0.899865,1.49137,0.530913,-6.476453,0.000969,,,,,,,,,,,,
146,1.216667,0.008839,-0.436608,0.008283,-0.89957,1.489937,0.531155,-6.474115,0.000949,,,,,,,,,,,,
147,1.225,0.008596,-0.436484,0.007933,-0.899636,1.487857,0.531057,-6.47188,0.000978,,,,,,,,,,,,
148,1.233333,0.008539,-0.436703,0.007965,-0.89953,1.486189,0.531129,-6.469627,0.000963,,,,,,,,,,,,
149,1.241667,0.00843,-0.436952,0.008104,-0.899409,1.4844,0.531209,-6.467294,0.000985,,,,,,,,,,,,
150,1.25,0.008313,-0.437162,0.008198,-0.899307,1.48262,0.531304,-6.465019,0.000998,,,,,,,,,,,,
151,1.258333,0.008193,-0.437617,0.00851,-0.899084,1.481119,0.531428,-6.462645,0.00088,,,,,,,,,,,,
152,1.266667,0.008164,-0.437899,0.008556,-0.898946,1.479345,0.531529,-6.460321,0.000925,,,,,,,,,,,,
153,1.275,0.007921,-0.438114,0.008686,-0.898843,1.477528,0.531528,-6.458003,0.000922,,,,,,,,,,,,
154,1.283333,0.007913,-0.438471,0.009166,-0.898664,1.476061,0.531794,-6.455648,0.000852,,,,,,,,,,,,
155,1.291667,0.00766,-0.438489,0.008685,-0.898662,1.474179,0.531696,-6.453367,0.000875,,,,,,,,,,,,
156,1.3,0.007622,-0.438913,0.009242,-0.89845,1.472482,0.531932,-6.450957,0.000856,,,,,,,,,,,,
157,1.308333,0.007492,-0.438642,0.008436,-0.898591,1.470312,0.53175,-6.448731,0.000966,,,,,,,,,,,,
158,1.316667,0.007406,-0.439423,0.009322,-0.898201,1.468894,0.532081,-6.446214,0.000788,,,,,,,,,,,,
159,1.325,0.00705,-0.439525,0.009293,-0.898155,1.46672,0.531968,-6.443911,0.000625,,,,,,,,,,,,
160,1.333333,0.00702,-0.439686,0.008811,-0.898081,1.465129,0.532041,-6.441472,0.000826,,,,,,,,,,,,
161,1.341667,0.007058,-0.440155,0.009285,-0.897846,1.463396,0.532222,-6.439021,0.000843,,,,,,,,,,,,
162,1.35,0.006769,-0.439789,0.008425,-0.898036,1.461198,0.532002,-6.436759,0.001024,,,,,,,,,,,,
163,1.358333,0.006539,-0.440088,0.008328,-0.897892,1.459319,0.532022,-6.434328,0.001,,,,,,,,,,,,
164,1.366667,0.006472,-0.440279,0.008282,-0.8978,1.457511,0.532082,-6.431875,0.000965,,,,,,,,,,,,
165,1.375,0.006286,-0.440531,0.008196,-0.897678,1.455686,0.532074,-6.429481,0.000993,,,,,,,,,,,,
166,1.383333,0.006182,-0.440801,0.008212,-0.897546,1.453827,0.532158,-6.426983,0.001004,,,,,,,,,,,,
167,1.391667,0.006097,-0.441062,0.008103,-0.897419,1.452054,0.532166,-6.42455,0.000941,,,,,,,,,,,,
168,1.4,0.005899,-0.441295,0.008086,-0.897306,1.450148,0.532193,-6.422081,0.000978,,,,,,,,,,,,
169,1.408333,0.005704,-0.441884,0.008282,-0.897016,1.448524,0.532332,-6.419493,0.000918,,,,,,,,,,,,
170,1.416667,0.005581,-0.441763,0.007874,-0.89708,1.446433,0.532225,-6.41712,0.000958,,,,,,,,,,,,
171,1.425,0.00526,-0.44199,0.007893,-0.89697,1.444248,0.532073,-6.414733,0.000596,,,,,,,,,,,,
172,1.433333,0.005279,-0.442264,0.007627,-0.896837,1.442725,0.532275,-6.412145,0.001009,,,,,,,,,,,,
173,1.441667,0.005264,-0.442541,0.007595,-0.8967,1.440852,0.532212,-6.409603,0.001007,,,,,,,,,,,,
174,1.45,0.005077,-0.442823,0.007459,-0.896564,1.439004,0.532234,-6.40711,0.000964,,,,,,,,,,,,
175,1.458333,0.004897,-0.443108,0.007422,-0.896424,1.437083,0.532241,-6.40457,0.00097,,,,,,,,,,,,
176,1.466667,0.004799,-0.4433,0.0072,-0.896332,1.435251,0.532162,-6.402101,0.000949,,,,,,,,,,,,
177,1.475,0.004482,-0.443531,0.007157,-0.896219,1.433038,0.53201,-6.399619,0.000658,,,,,,,,,,,,
178,1.483333,0.004453,-0.443761,0.007016,-0.896107,1.431492,0.532155,-6.397042,0.000976,,,,,,,,,,,,
179,1.491667,0.004492,-0.444115,0.006844,-0.895932,1.429616,0.532088,-6.394454,0.000965,,,,,,,,,,,,
180,1.5,0.004296,-0.44494,0.007868,-0.895515,1.428212,0.53262,-6.391652,0.001355,,,,,,,,,,,,
181,1.508333,0.004228,-0.445262,0.007716,-0.895357,1.426365,0.532584,-6.389097,0.001361,,,,,,,,,,,,
182,1.516667,0.00411,-0.445422,0.007595,-0.895279,1.424459,0.532503,-6.386557,0.00134,,,,,,,,,,,,
183,1.525,0.003919,-0.44572,0.007408,-0.895133,1.422579,0.532467,-6.384002,0.001363,,,,,,,,,,,,
184,1.533333,0.003748,-0.445343,0.006283,-0.89533,1.420003,0.531712,-6.381799,0.000561,,,,,,,,,,,,
185,1.541667,0.003867,-0.446254,0.007197,-0.894869,1.418864,0.532358,-6.378886,0.001342,,,,,,,,,,,,
186,1.55,0.00376,-0.446519,0.00712,-0.894738,1.417032,0.532303,-6.376322,0.001324,,,,,,,,,,,,
187,1.558333,0.003685,-0.446809,0.006918,-0.894595,1.415173,0.532229,-6.373748,0.001275,,,,,,,,,,,,
188,1.566667,0.003597,-0.447034,0.006861,-0.894484,1.413277,0.532153,-6.371191,0.001311,,,,,,,,,,,,
189,1.575,0.003522,-0.447277,0.006688,-0.894364,1.411428,0.532095,-6.368612,0.001374,,,,,,,,,,,,
190,1.583333,0.003559,-0.447739,0.006787,-0.894131,1.409687,0.532022,-6.366023,0.001226,,,,,,,,,,,,
191,1.591667,0.00339,-0.447752,0.006451,-0.894128,1.407669,0.53196,-6.36346,0.001374,,,,,,,,,,,,
192,1.6,0.003473,-0.448295,0.006564,-0.893855,1.405926,0.531853,-6.360868,0.001213,,,,,,,,,,,,
193,1.608333,0.003339,-0.448285,0.00626,-0.893863,1.403957,0.5318,-6.358307,0.00134,,,,,,,,,,,,
194,1.616667,0.003632,-0.448909,0.006358,-0.893548,1.402588,0.532122,-6.355533,0.001062,,,,,,,,,,,,
195,1.625,0.003517,-0.449109,0.00629,-0.893448,1.40072,0.532009,-6.352947,0.001071,,,,,,,,,,,,
196,1.633333,0.003577,-0.449438,0.006219,-0.893283,1.398851,0.531951,-6.350372,0.00109,,,,,,,,,,,,
197,1.641667,0.00305,-0.450102,0.006894,-0.892945,1.396306,0.531781,-6.347878,0.001606,,,,,,,,,,,,
198,1.65,0.003198,-0.449391,0.005474,-0.893313,1.394576,0.531321,-6.345427,0.000887,,,,,,,,,,,,
199,1.658333,0.003605,-0.450117,0.006095,-0.892941,1.393201,0.531798,-6.342544,0.001088,,,,,,,,,,,,
200,1.666667,0.003603,-0.450473,0.005889,-0.892764,1.391383,0.531624,-6.339957,0.001055,,,,,,,,,,,,
201,1.675,0.00368,-0.450711,0.006049,-0.892642,1.389466,0.531634,-6.337366,0.0011,,,,,,,,,,,,
202,1.683333,0.003592,-0.451001,0.005735,-0.892498,1.38767,0.531488,-6.334796,0.001071,,,,,,,,,,,,
203,1.691667,0.003745,-0.451209,0.005876,-0.892391,1.385756,0.531465,-6.33213,0.001114,,,,,,,,,,,,
204,1.7,0.003668,-0.451527,0.005628,-0.892232,1.383965,0.531295,-6.329577,0.001072,,,,,,,,,,,,
205,1.708333,0.003907,-0.451757,0.005798,-0.892114,1.382003,0.531287,-6.326905,0.00113,,,,,,,,,,,,
206,1.716667,0.003438,-0.451534,0.004971,-0.892233,1.379636,0.530621,-6.324604,0.00085,,,,,,,,,,,,
207,1.725,0.003931,-0.452318,0.00574,-0.89183,1.378277,0.531134,-6.321705,0.001102,,,,,,,,,,,,
208,1.733333,0.003988,-0.452594,0.005483,-0.891691,1.376501,0.530942,-6.319118,0.001061,,,,,,,,,,,,
209,1.741667,0.004056,-0.452895,0.005482,-0.891538,1.374655,0.530876,-6.316469,0.001066,,,,,,,,,,,,
210,1.75,0.004134,-0.453144,0.005416,-0.891412,1.372787,0.530811,-6.313866,0.00109,,,,,,,,,,,,
211,1.758333,0.004255,-0.453447,0.005392,-0.891257,1.370907,0.530712,-6.311234,0.001093,,,,,,,,,,,,
212,1.766667,0.004288,-0.453657,0.005428,-0.89115,1.36905,0.530651,-6.308626,0.001085,,,,,,,,,,,,
213,1.775,0.004457,-0.453965,0.005364,-0.890992,1.367152,0.530497,-6.305943,0.001082,,,,,,,,,,,,
214,1.783333,0.004447,-0.454204,0.005324,-0.890871,1.365367,0.530505,-6.303336,0.00105,,,,,,,,,,,,
